Time - Plot 0	Amplitude - Plot 0
735896	-0.000547095
735897	0.000726075
735898	-0.000547095
735899	-0.00182027
735900	0.000726075
735901	-0.000547095
735902	0.00327242
735903	0.00199925
735904	0.00327242
735905	0.00454559
735906	0.00454559
735907	0.00581876
735908	0.00709193
735909	0.00454559
735910	0.0083651
735911	0.00581876
735912	0.0083651
735913	0.00709193
735914	0.00709193
735915	0.00581876
735916	0.0083651
735917	0.0083651
735918	0.00709193
735919	0.0083651
735920	0.00963827
735921	0.00709193
735922	0.0083651
735923	0.0083651
735924	0.00709193
735925	0.00581876
735926	0.0083651
735927	0.00454559
735928	0.00581876
735929	0.00199925
735930	0.00454559
735931	0.000726075
735932	0.00199925
735933	0.00327242
735934	0.00327242
735935	0.00199925
735936	0.000726075
735937	0.00199925
735938	-0.000547095
735939	0.000726075
735940	-0.000547095
735941	0.00199925
735942	-0.000547095
735943	-0.000547095
735944	-0.000547095
735945	-0.000547095
735946	-0.000547095
735947	-0.000547095
735948	-0.000547095
735949	-0.00182027
735950	-0.000547095
735951	-0.00309344
735952	-0.00309344
735953	-0.00309344
735954	-0.000547095
735955	0.00199925
735956	0.000726075
735957	0.00454559
735958	0.00199925
735959	0.00199925
735960	0.00709193
735961	0.00709193
735962	0.00963827
735963	0.0083651
735964	0.00709193
735965	0.0083651
735966	0.0121846
735967	0.0083651
735968	0.0083651
735969	0.0121846
735970	0.0121846
735971	0.0134578
735972	0.0134578
735973	0.00963827
735974	0.0134578
735975	0.0121846
735976	0.0121846
735977	0.00709193
735978	0.00963827
735979	0.00709193
735980	0.00454559
735981	0.00327242
735982	0.00327242
735983	0.000726075
735984	0.000726075
735985	-0.000547095
735986	0.000726075
735987	-0.00436661
735988	-0.00436661
735989	-0.00563978
735990	-0.00563978
735991	-0.00691295
735992	-0.00818612
735993	-0.00563978
735994	-0.0107325
735995	-0.00563978
735996	-0.00945929
735997	-0.00691295
735998	-0.00691295
735999	-0.00691295
